Score,Title,URL,Publish Date,Source,Source Score,Political Score,Twitter Score,Time Decay
0.226788434677776,TEST YOURSELF: Hooked on gambling,https://www.bangkokpost.com/learning/learning-entertainment/1999475/test-yourself-hooked-on-gambling,2020-10-09 00:29:00,bangkokpost.com,0.8,0.824365937012863,,0.311818209345505
0.225757279986547,"Thailand in talks with Russian, Chinese, UK vaccine developers",https://www.bangkokpost.com/world/1999503/thailand-in-talks-with-russian-chinese-uk-vaccine-developers,2020-10-09 01:46:00,bangkokpost.com,0.8,0.807061079880343,,0.312631976526511
0.225683990200904,Friday: 6 new Covid-19 cases from abroad,https://www.bangkokpost.com/learning/really-easy/1999495/friday-6-new-covid-19-cases-from-abroad,2020-10-09 01:21:00,bangkokpost.com,0.8,0.808320338885992,,0.312367068301448
0.225454956994518,Six new Covid-19 cases from abroad,https://www.bangkokpost.com/thailand/general/1999483/six-new-covid-19-cases-from-abroad,2020-10-09 00:51:00,bangkokpost.com,0.8,0.808320338885992,,0.312050065577538
0.21795584167156,Khon Kaen school director accused of sexually abusing students,https://thethaiger.com/hot-news/crime/khon-kaen-school-director-accused-of-sexually-abusing-students,2020-10-14 00:08:31,phuketgazette.net,0.399136893430751,0.874150193696916,,0.434411053707576
0.212352925677695,Royalist hospital director threatened with fake gun,https://thethaiger.com/news/bangkok/royalist-hospital-director-threatened-with-fake-gun,2020-10-14 00:30:23,phuketgazette.net,0.399136893430751,0.828821406416949,,0.435034827784186
0.209917877625177,Motorcyclist dies in Pattaya accident,https://www.bangkokpost.com/thailand/general/2001991/motorcyclist-dies-in-pattaya-accident,2020-10-14 01:50:00,bangkokpost.com,0.8,,,0.437328906500689
0.209500913113293,New Hyundai innovation centre rises in Singapore,https://www.bangkokpost.com/business/2001667/new-hyundai-innovation-centre-rises-in-singapore,2020-10-14 01:20:00,bangkokpost.com,0.8,,,0.436460230446053
0.208308720125011,Twitter suspends fake Black pro-Trump accounts,https://www.thaipbsworld.com/twitter-suspends-fake-black-pro-trump-accounts/,2020-10-14 01:44:51,Thai PBS English News - The Broadcaster You Can Trust,0.794138937103097,,,0.437179414960667
0.207424297378213,Tuesday: 10 new Covid cases,https://www.bangkokpost.com/learning/really-easy/1997495/tuesday-10-new-covid-cases,2020-10-06 01:35:00,bangkokpost.com,0.8,0.915740740740741,,0.274835284447267
0.203639413929622,Phuket island medical hub in the works,https://www.thephuketnews.com/phuket-island-medical-hub-in-the-works-77667.php,2020-10-17 00:46:00,thephuketnews.com,0.511696544354929,,,0.66328181645544
0.203507252497365,Thailand logs 10 new Covid+ cases Tuesday,https://www.bangkokpost.com/thailand/general/1997475/thailand-logs-10-new-covid-cases-tuesday,2020-10-06 00:36:00,bangkokpost.com,0.8,0.872049363424824,,0.274410987043112
0.203028209484581,Germany to present report on far-right extremism in police,https://www.bangkokpost.com/world/1997487/germany-to-present-report-on-far-right-extremism-in-police,2020-10-06 00:45:00,bangkokpost.com,0.8,0.865649904150157,,0.274475583370555
0.198559423601541,Investigators narrow focus in zoo chief's murder case,https://www.bangkokpost.com/thailand/general/1997491/investigators-narrow-focus-in-zoo-chiefs-murder-case,2020-10-06 01:39:00,bangkokpost.com,0.8,0.807970669105689,,0.274864121655435
0.198559423599717,Investigators narrow focus in zoos chief's murder case,https://www.bangkokpost.com/thailand/general/1997491/investigators-narrow-focus-in-zoos-chiefs-murder-case,2020-10-06 01:39:00,bangkokpost.com,0.8,0.807970669105689,,0.274864121653752
0.198457844174185,QAnon conspiracies go global in pandemic 'perfect storm',https://www.bangkokpost.com/world/1997499/qanon-conspiracies-go-global-in-pandemic-perfect-storm,2020-10-06 01:45:00,bangkokpost.com,0.8,0.806359952784819,,0.274907394499599
0.171192878210587,Police probe into Phuket student’s death stalls,https://www.thephuketnews.com/police-probe-into-phuket-student-death-stalls-77594.php,2020-10-09 01:15:00,thephuketnews.com,0.511696544354929,0.803812688176401,,0.312303590430938
0.167916028408766,“Administrative issues” delayed Special Tourist Visa flight,https://thethaiger.com/hot-news/visa/administrative-issues-delayed-special-tourist-visa-flight,2020-10-09 02:18:02,phuketgazette.net,0.399136893430751,0.990127021337379,,0.312972399357341
0.167692895470674,Tourist-free Phuket a 'ghost island',https://www.bangkokpost.com/world/1999491/tourist-free-phuket-a-ghost-island,2020-10-09 00:45:00,bangkokpost.com,0.8,,0.575,0.311986780728396
