0.5573131106353933,Protesters pick 3 sites as mass transit shut down,https://www.bangkokpost.com/thailand/general/2003711/protesters-pick-3-sites-as-mass-transit-shut-down,2020-10-17 04:40:00,bangkokpost.com
0.511080879390436,Court releases 8 held during Pathumwan rally,https://www.bangkokpost.com/thailand/politics/2003747/court-releases-8-held-during-pathumwan-rally,2020-10-17 06:29:00,bangkokpost.com
0.5072242325221332,Protesters begin gathering again in Bangkok,https://www.thaipbsworld.com/protesters-begin-gathering-again-in-bangkok/,2020-10-17 07:05:24,Thai PBS English News - The Broadcaster You Can Trust
0.5051130109561264,Thailand’s PM tells police to avoid violent means to deal with protesters,https://www.thaipbsworld.com/thailands-pm-tells-police-to-avoid-violent-means-to-deal-with-protesters/,2020-10-17 05:29:04,Thai PBS English News - The Broadcaster You Can Trust
0.5031246301948479,Ardern wins landslide in NZ election,https://www.bangkokpost.com/world/2003731/ardern-wins-landslide-in-nz-election,2020-10-17 05:45:00,bangkokpost.com
0.4911716268043774,"Two local cases in Tak, 8 imported",https://www.bangkokpost.com/thailand/general/2003703/two-local-cases-in-tak-8-imported,2020-10-17 02:28:00,bangkokpost.com
0.4847517131583388,"Crackdown draws concerns, condemnations",https://www.thaipbsworld.com/crackdown-draws-concerns-condemnations/,2020-10-17 02:28:32,Thai PBS English News - The Broadcaster You Can Trust
0.47971930998756057,Rally organizers use social media to mobilize,https://www.thaipbsworld.com/rally-organizers-use-social-media-to-mobilize/,2020-10-17 01:21:30,Thai PBS English News - The Broadcaster You Can Trust
0.47728440206454875,Blue liquid fired on protesters triggers debate,https://www.thaipbsworld.com/blue-liquid-fired-on-protesters-triggers-debate/,2020-10-17 00:23:00,Thai PBS English News - The Broadcaster You Can Trust
0.39941592211189153,Quarantine for Covid may be cut to 10 days,https://www.thephuketnews.com/quarantine-for-covid-may-be-cut-to-10-days-77668.php,2020-10-17 00:53:00,thephuketnews.com
0.39696762984152556,"Man falls into water, drowns while fishing at Sarasin Bridge",https://www.thephuketnews.com/man-falls-into-water-drowns-while-fishing-at-sarasin-bridge-77670.php,2020-10-17 03:38:00,thephuketnews.com
0.3912743122113678,Water cannon used on protesters in Bangkok,https://www.thephuketnews.com/water-cannon-used-on-protesters-in-bangkok-77669.php,2020-10-17 01:08:00,thephuketnews.com
0.33935155780133885,"In the shadow of TikTok, China's apps quietly hoover up downloads",https://www.bangkokpost.com/world/2001987/in-the-shadow-of-tiktok-chinas-apps-quietly-hoover-up-downloads,2020-10-14 00:45:00,bangkokpost.com
0.3312294992589184,Tak’s border with Myanmar closed after 3 more COVID-19 cases are confirmed,https://www.thaipbsworld.com/taks-border-with-myanmar-closed-after-3-more-covid-19-cases-are-confirmed/,2020-10-17 05:30:37,Thai PBS English News - The Broadcaster You Can Trust
0.3310406324144219,Malaysia's king postpones meetings due to coronavirus curbs,https://www.bangkokpost.com/world/2002023/malaysias-king-postpones-meetings-due-to-coronavirus-curbs,2020-10-14 03:18:00,bangkokpost.com
0.3293824110401064,Thai PM says he won’t resign as he has done “nothing wrong”,https://thethaiger.com/hot-news/protests/thai-pm-says-he-wont-resign-as-he-has-done-noting-wrong,2020-10-17 03:03:57,phuketgazette.net
0.32849963950597727,AirAsia X 'out of money',https://www.bangkokpost.com/business/2003715/airasia-x-out-of-money,2020-10-17 03:56:00,bangkokpost.com
0.3275105735223338,Yellow crowd gathers on protesters' route,https://www.bangkokpost.com/thailand/politics/2002003/yellow-crowd-gathers-on-protesters-route,2020-10-14 02:27:00,bangkokpost.com
0.32616279123538,Bangkok’s public transport systems partially closed,https://www.thaipbsworld.com/bangkoks-public-transport-systems-partially-closed/,2020-10-17 03:57:19,Thai PBS English News - The Broadcaster You Can Trust
0.32546481677289024,Thailand’s media spend shrinks as brands shy away from ‘bad’ news,https://thethaiger.com/news/business/thailands-media-spend-shrinks-as-brands-shy-away-from-bad-news,2020-10-17 00:32:54,phuketgazette.net
0.32486428222239633,Two locally transmitted infections among today’s 10 new COVID-19 cases,https://www.thaipbsworld.com/two-locally-transmitted-infections-among-todays-10-new-covid-19-cases/,2020-10-17 03:32:42,Thai PBS English News - The Broadcaster You Can Trust
0.32104660129257,Gold shop robbed in Nonthaburi,https://www.bangkokpost.com/thailand/general/2002011/gold-shop-robbed-in-nonthaburi,2020-10-14 03:35:00,bangkokpost.com
0.3193543738103196,Solar the new 'king of electricity': IEA,https://www.bangkokpost.com/business/2001679/solar-the-new-king-of-electricity-iea,2020-10-14 02:10:00,bangkokpost.com
0.3176353052620986,BoT set to ease rules on outflows to temper currency gain,https://www.bangkokpost.com/business/2002019/bot-set-to-ease-rules-on-outflows-to-temper-currency-gain,2020-10-14 03:13:00,bangkokpost.com
0.3171426097666307,Nine new Covid-19 cases,https://www.bangkokpost.com/thailand/general/2002007/nine-new-covid-19-cases,2020-10-14 02:37:00,bangkokpost.com
0.3142475153324565,Palace postpones meetings with allies of Malaysia’s Anwar Ibrahim,https://www.thaipbsworld.com/palace-postpones-meetings-with-allies-of-malaysias-anwar-ibrahim/,2020-10-14 01:01:41,Thai PBS English News - The Broadcaster You Can Trust
0.31202779706294564,Protesters start gathering at Democracy Monument,https://www.thaipbsworld.com/protesters-start-gathering-at-democracy-monument/,2020-10-14 00:14:14,Thai PBS English News - The Broadcaster You Can Trust
0.25428732272732174,Protesters gathering at Democracy Monument,https://www.bangkokpost.com/learning/easy/2002015/protesters-gathering-at-democracy-monument,2020-10-14 02:19:00,bangkokpost.com
